frame,duration_seconds,Left_arm_status,Right_arm_status,head_to_l_shoulder,head_to_r_shoulder,head_to_l_wrist,head_to_r_wrist,L_wrist_displacement,R_wrist_displacement,L_elbow_displacement,R_elbow_displacement,L_elbow_to_wrist,R_elbow_to_wrist,shoulder_distance,pose_stability_index,L_wrist_velocity,R_wrist_velocity,L_elbow_velocity,R_elbow_velocity,L_wrist_acceleration,R_wrist_acceleration,L_elbow_acceleration,R_elbow_acceleration,L_wrist_magnitude,R_wrist_magnitude,L_elbow_magnitude,R_elbow_magnitude,L_wrist_velocity_jerkiness,R_wrist_velocity_jerkiness,L_elbow_velocity_jerkiness,R_elbow_velocity_jerkiness,L_wrist_total_distance,R_wrist_total_distance,L_elbow_total_distance,R_elbow_total_distance
160,16.0,STRAIGHT,PARTIAL_BENT,33.42465581836859,57.93325616374505,83.27160174064443,75.85461081537825,44.58233614138759,74.6403878958245,45.61424758062351,50.60691808227082,28.490685800949088,80.25506754443921,34.43722492385964,56.23815754391204,13.128870958692543,6.169654093026625,11.382412926638208,2.7613210219928765,4.977644427157596,-5.620515938724426,3.2515279526885497,-5.40504305559389,14.040804702481037,8.34594698312034,11.837726051046102,6.069545635327534,4.977644427157596,5.620515938724426,3.2515279526885497,5.40504305559389,7334.190079573604,7482.4608140681885,5212.605048272052,5111.350909924338
161,16.0,PARTIAL_BENT,PARTIAL_BENT,38.59459597874422,43.862882930132336,54.19619685596039,66.88425694857126,74.28880309553995,68.41710144318027,50.182045198685415,40.37089764623549,35.055603659472254,65.95968245848746,15.471658322235491,45.71783959337192,37.35831167451226,15.148934344121368,15.954772225024074,3.3805793989344752,24.229440715819717,8.979280251094742,4.572359298385866,0.6192583769415987,44.52762343277958,17.610158590716892,16.597024622080166,3.436829645169007,24.229440715819717,8.979280251094742,4.572359298385866,0.6192583769415987,7371.548391248116,7497.60974841231,5228.5598204970765,5114.731489323272
162,16.0,STRAIGHT,PARTIAL_BENT,37.03002960031222,42.23354583847535,58.512309472186296,63.036268107418906,114.56295511749173,67.21766337786975,68.80765151056005,41.80854382366614,48.15780936646102,64.73136410172505,17.942520157842903,47.377692377774544,43.137608528990114,16.6049745276649,23.01686561828088,9.397234858361315,5.779296854477856,1.456040183543534,7.062093393256808,6.01665545942684,43.52302312262532,16.668690172910818,24.07590633777017,11.158322718968645,5.779296854477856,1.456040183543534,7.062093393256808,6.01665545942684,7414.685999777106,7514.214722939975,5251.576686115357,5124.1287241816335
163,16.0,STRAIGHT,BENT,38.8970938183536,37.178044088682284,89.57725860308797,36.658759929932096,148.8233890352799,99.70920861698886,82.41315780112058,53.60924916574892,68.33713923948311,50.68223885426231,13.12143804756939,47.778853225910105,47.04737134154998,49.99547562042489,23.92822205722776,29.90374980887346,3.909762812559869,33.39050109275999,0.9113564389468748,20.506514950512145,47.2095477144208,60.120488568691,23.945571226822107,36.25950093488985,3.909762812559869,33.39050109275999,0.9113564389468748,20.506514950512145,7461.733371118657,7564.2101985604,5275.504908172585,5154.032473990507
164,16.0,STRAIGHT,PARTIAL_BENT,31.22790979664823,58.74797958358737,90.27242117368128,37.94872548492772,151.19327166580567,92.08026873335513,78.11767948227283,50.23183457690184,71.45324718170966,55.21723073483859,34.968824168284506,54.2623340176682,10.521109162060734,4.161230148117286,3.8354066551019175,4.788949488739684,-36.52626217948925,-45.83424547230761,-20.09281540212584,-25.11480032013377,38.01133471485559,46.022754093614935,20.45560008882422,25.567307881861392,36.52626217948925,45.83424547230761,20.09281540212584,25.11480032013377,7472.254480280717,7568.371428708518,5279.340314827687,5158.821423479247
165,16.0,STRAIGHT,PARTIAL_BENT,28.756836969531225,55.01236090300158,92.50120454158478,42.62215463097336,153.11420432782865,93.7507835610916,70.23853015690713,56.30430842040135,67.423090615066,54.42100658847562,30.24885967520263,52.99793056054789,15.049803620715512,7.840168920763132,3.503263601272496,8.833794865492386,4.52869445865478,3.6789387726458456,-0.3321430538294221,4.044845376752702,15.71641379329115,8.660417957522434,3.518973553212338,9.715796717070472,4.52869445865478,3.6789387726458456,0.3321430538294221,4.044845376752702,7487.304283901432,7576.211597629281,5282.84357842896,5167.655218344739
166,16.0,STRAIGHT,STRAIGHT,37.60349539701464,41.8359380873861,74.37730045557251,82.27683413370076,156.11341579971997,129.811332653494,72.19968961750851,83.5386952643031,50.56758564238268,75.75706375924892,18.121059904467582,54.36275391139617,40.357523146403565,51.20948343652374,17.915931685625452,30.614966242836235,25.30771952568805,43.36931451576061,14.412668084352957,21.78117137734385,47.636229301902056,67.10669590586743,22.99359931532522,37.57253763880243,25.30771952568805,43.36931451576061,14.412668084352957,21.78117137734385,7527.661807047836,7627.421081065804,5300.759510114585,5198.270184587575
167,16.0,STRAIGHT,STRAIGHT,55.43630041633372,25.29429104199605,78.82671359836654,70.75491633893716,118.37389650943274,136.82004209565682,67.46814651917511,85.0813394569186,71.40502581003248,55.55943592586232,31.57196635139468,55.54980706898899,5.398089238702902,23.61368396982775,18.28532251994748,10.939879050976804,-34.959433907700664,-27.59579946669599,0.3693908343220293,-19.675087191859436,35.37373865703046,36.31988737362767,18.28905326273013,22.511997016197213,34.959433907700664,27.59579946669599,0.3693908343220293,19.675087191859436,7533.059896286539,7651.034765035632,5319.044832634533,5209.210063638552
168,16.0,PARTIAL_BENT,STRAIGHT,62.854063590056704,22.74091306002461,82.44572116773381,29.1941736827368,94.42366015827714,150.01523575123267,62.47217932502427,86.9175844047382,70.80272399387188,28.6935120383302,41.598426232598,48.33279053790743,23.0971349903944,63.19066927600072,18.93225486307692,31.73999475669306,17.699045751691497,39.57698530617297,0.6469323431294391,20.80011570571626,29.098691813979716,74.56137370967579,18.94330477126646,37.94828165445818,17.699045751691497,39.57698530617297,0.6469323431294391,20.80011570571626,7556.157031276934,7714.225434311632,5337.97708749761,5240.950058395245
169,16.0,STRAIGHT,STRAIGHT,64.49366863816944,33.430302423288055,60.17273374250576,35.83193571100504,102.0447653604362,180.84925346914,68.62015193141494,96.5787067454567,58.76428754473673,37.38001390868122,34.45585693815348,46.36125698664853,18.14221436421977,34.9952478660246,9.98337926149259,14.450071829458189,-4.954920626174626,-28.19542140997612,-8.94887560158433,-17.289922927234873,18.80667914462819,44.94050691403735,13.40709647953022,22.53322015838445,4.954920626174626,28.19542140997612,8.94887560158433,17.289922927234873,7574.299245641153,7749.220682177656,5347.960466759103,5255.400130224703
