frame,duration_seconds,Left_arm_status,Right_arm_status,head_to_l_shoulder,head_to_r_shoulder,head_to_l_wrist,head_to_r_wrist,L_wrist_displacement,R_wrist_displacement,L_elbow_displacement,R_elbow_displacement,L_elbow_to_wrist,R_elbow_to_wrist,shoulder_distance,pose_stability_index,L_wrist_velocity,R_wrist_velocity,L_elbow_velocity,R_elbow_velocity,L_wrist_acceleration,R_wrist_acceleration,L_elbow_acceleration,R_elbow_acceleration,L_wrist_magnitude,R_wrist_magnitude,L_elbow_magnitude,R_elbow_magnitude,L_wrist_velocity_jerkiness,R_wrist_velocity_jerkiness,L_elbow_velocity_jerkiness,R_elbow_velocity_jerkiness,L_wrist_total_distance,R_wrist_total_distance,L_elbow_total_distance,R_elbow_total_distance
190,16.0,STRAIGHT,BENT,39.25576663030803,52.07896429587858,162.96198576171813,60.80059305138396,197.1500957025497,319.8366122041678,181.540543345266,235.63029729872585,63.21655600820797,53.82817682244593,74.44239449808288,72.36920529543221,165.26031898362655,179.75923392176435,158.24204794379685,174.05292191153728,157.1807928360112,147.1154478359057,155.75362114527533,167.20456872866913,228.07186294483384,232.2850343265762,222.0354391472516,241.3540706714596,157.1807928360112,147.1154478359057,155.75362114527533,167.20456872866913,8240.105202355006,8656.66909705843,5892.7146279179415,5852.402838659657
191,16.0,STRAIGHT,BENT,33.769393884417056,68.63534420631984,154.83294282196184,65.24288302316891,203.21469113487615,300.87943903843984,185.83435774381388,232.7296830424356,64.04023607927745,63.50547191234856,84.85452939140558,76.41154304555702,11.89911343336138,13.086456365234977,7.819307497732786,16.865594853766712,-153.36120555026517,-166.67277755652938,-150.42274044606407,-157.18732705777057,153.82213191972957,167.18573539213062,150.62583580862898,158.08954449089268,153.36120555026517,166.67277755652938,150.42274044606407,157.18732705777057,8252.004315788367,8669.755553423665,5900.533935415674,5869.2684335134245
192,16.0,STRAIGHT,BENT,35.143994435893305,63.72586416141723,142.89007802049125,70.83547886615082,205.0250184223224,288.0117552599571,179.8648064947667,242.05287837699908,56.73035725638608,54.73671129584695,79.73776825066585,71.97146461240735,9.206134733513275,18.29555043969984,6.0437484794786185,26.68902622313893,-2.692978699848103,5.209094074464861,-1.7755590182541674,9.823431369372225,9.59192634507976,19.02266613722235,6.299167048944155,28.439478275948805,2.692978699848103,5.209094074464861,1.7755590182541674,9.823431369372225,8261.21045052188,8688.051103863365,5906.577683895152,5895.957459736564
193,16.0,STRAIGHT,BENT,33.80485523389357,55.711409111012415,145.50418294396383,46.29721193037112,204.04685074233484,294.2654909249172,187.26868650979912,239.48250966685293,54.433737134016354,44.70024088245723,58.39587975852152,62.69250242774801,9.60175744421822,50.48046411235934,12.67515579026939,15.026613495541817,0.3956227107049415,32.184913672659505,6.631407310790771,-11.66241272759712,9.609904440046504,59.86773692996708,14.30507382816352,19.02132970570719,0.3956227107049415,32.184913672659505,6.631407310790771,11.66241272759712,8270.812207966097,8738.531567975724,5919.252839685421,5910.984073232105
194,16.0,STRAIGHT,BENT,38.08882513261468,51.35208499978257,131.8433447980178,47.12233076259485,208.76890604985616,277.19988826331246,191.19539247065995,243.01801109737855,45.72238543323167,40.75025875418834,63.20235115496567,59.72594014791366,12.801581455136688,15.5781834242539,6.41513275938232,10.38385461339381,3.199824010918469,-34.90228068810544,-6.26002303088707,-4.642758882148005,13.195429566836763,38.22105435530262,8.963359675241017,11.374517425801592,3.199824010918469,34.90228068810544,6.26002303088707,4.642758882148005,8283.613789421233,8754.109751399978,5925.667972444804,5921.367927845499
195,16.0,BENT,STRAIGHT,51.51617819667327,36.88138146443274,44.84136367643829,118.40263276433008,207.95104278832625,233.21856991780265,156.68545255620208,179.4317224242505,44.835153686054205,31.49009264930476,60.51834659281765,55.49787843286442,164.44245572209664,135.77791557625451,123.73210802933896,110.4666332384092,151.64087426695994,120.19973215200062,117.31697526995664,100.08277862501538,223.687898627444,181.3384073152877,170.50779232596858,149.0618651310021,151.64087426695994,120.19973215200062,117.31697526995664,100.08277862501538,8448.05624514333,8889.887666976232,6049.400080474143,6031.834561083909
196,16.0,BENT,BENT,35.964266127511934,35.12069509589038,26.19020895783,53.67816600801948,243.3367748022633,286.62369998647523,189.2968716047484,203.131681751238,33.623258488159664,22.85237601843848,33.244331923108405,34.381900374136904,47.28484544729847,66.49158643390757,40.43072654627908,40.56555418075422,-117.15761027479816,-69.28632914234694,-83.30138148305988,-69.90107905765497,126.33986803173572,96.0298207460549,92.59462082673198,80.81908833571582,117.15761027479816,69.28632914234694,83.30138148305988,69.90107905765497,8495.34109059063,8956.37925341014,6089.830807020422,6072.400115264663
197,16.0,STRAIGHT,STRAIGHT,51.5602976101768,66.91087332842102,140.05443099033317,24.8099869121287,351.58459873368946,352.77677417578394,267.79717760803635,234.840612839238,42.27893455018109,59.21384413832373,64.306255886671,64.16208905946222,117.4539586649394,84.44862462900856,84.54405448276658,58.3979573111389,70.16911321764093,17.957038195100992,44.1133279364875,17.832403130384684,136.8178966941657,86.33669800537606,95.36080353068076,61.05993792592779,70.16911321764093,17.957038195100992,44.1133279364875,17.832403130384684,8612.795049255568,9040.827878039148,6174.374861503189,6130.7980725758025
198,16.0,STRAIGHT,STRAIGHT,51.89806541794211,73.37995574716847,130.8049432043667,30.54501551884533,361.4694739989878,327.552706686413,263.8333291772222,240.827840666284,31.733155129513964,63.4688469620404,68.31240880781328,64.3060558268129,19.486632709516503,25.256396622988444,8.711307359455274,21.01384132258782,-97.9673259554229,-59.19222800602012,-75.83274712331131,-37.38411598855109,99.88656470823128,64.35530612695719,76.33146410346771,42.88535478897592,97.9673259554229,59.19222800602012,75.83274712331131,37.38411598855109,8632.281681965085,9066.084274662137,6183.086168862645,6151.81191389839
199,16.0,STRAIGHT,PARTIAL_BENT,47.813128395670745,75.49166668291016,130.3866750540177,42.42287159921641,361.7112315552852,328.0372147265215,265.0552768720056,238.84011668056027,44.18980089735645,73.0333008494488,61.23361124650497,67.79586496073219,13.043339011434185,16.062691464362366,7.63708045416574,8.39613062767009,-6.443293698082321,-9.193705158626075,-1.0742269052895344,-12.61771069491773,14.548014512191973,18.507681422129767,7.712260453813027,15.155910817154506,6.443293698082321,9.193705158626075,1.0742269052895344,12.61771069491773,8645.32502097652,9082.146966126498,6190.72324931681,6160.20804452606
