frame_num,Head_x,L_shoulder_x,R_shoulder_x,R_elbow_x,R_wrist_x,L_elbow_x,L_wrist_x,Head_y,L_shoulder_y,R_shoulder_y,R_elbow_y,R_wrist_y,L_elbow_y,L_wrist_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,left_status,left_angle,left_direction,left_count,right_status,right_angle,right_direction,right_count,left_dist_travel,right_dist_travel,left_accel,right_accel
88,804.06116,606.84686,867.13135,643.72595,759.5208,630.89386,700.5726,637.57983,729.9095,674.6523,920.69556,668.05505,975.05695,672.56226,677,535,1048,760,STRAIGHT,160.31187,up,5,FULLY BENT,58.114914,up,12,2366.5198016293975,2659.4232998024863,19.355022124432306,25.6507996672788
89,807.87964,605.28955,874.316,649.2073,759.2724,628.91656,684.2005,629.15643,725.99817,651.54095,944.3108,682.43933,1002.64197,705.66986,667,535,1049,742,STRAIGHT,176.31755,up,5,FULLY BENT,28.354105,up,12,2409.6132691711805,2682.8632631111514,21.651967207149585,25.82834654661773
90,811.8527,600.0967,887.92145,646.13556,751.2215,635.70703,659.76807,638.6111,677.5153,612.06024,945.1033,686.0265,1000.611,715.5641,634,536,1040,730,STRAIGHT,173.11868,up,5,FULLY BENT,54.421448,down,12,2419.713786310752,2745.3877651023763,20.330192982809624,29.06445034405214
91,814.8835,590.89777,892.1932,642.31274,747.8723,637.66583,644.8693,635.2071,683.2162,576.0605,941.6889,687.9917,983.3743,717.7511,628,530,1011,731,STRAIGHT,172.8197,up,5,FULLY BENT,58.410633,down,12,2437.0886719762316,2781.8361162729966,20.440880575900348,31.10190583523992
92,818.00226,582.3804,897.0445,635.79425,752.0885,628.72614,647.32526,621.46344,667.6729,554.1378,939.9353,685.77,980.7854,719.7651,629,518,1005,729,STRAIGHT,170.40416,up,5,FULLY BENT,77.14941,down,12,2440.368710528313,2808.7098349700577,17.205585433369404,31.26727745932091
93,821.77594,575.8244,897.856,623.7443,757.87915,617.26215,662.8286,599.6356,672.8271,516.6846,943.00214,669.73285,982.17114,703.2565,640,484,1000,710,STRAIGHT,175.02963,up,5,PARTIALLY BENT,93.63283,down,12,2456.935374406558,2846.516067710535,16.851836490388692,31.00330535516853
94,826.2386,568.91815,899.6594,623.391,759.22516,609.5679,677.6279,585.7048,673.6051,491.95206,941.978,657.3664,959.6964,666.38794,631,451,981,682,STRAIGHT,168.22433,up,5,PARTIALLY BENT,108.75854,down,12,2500.1140969219623,2871.2608151937084,18.81203654611783,29.19196219457137
95,831.21204,566.49536,897.30743,616.4099,763.0241,603.0011,696.4244,581.7274,677.90393,496.57516,943.5987,645.4453,953.0133,642.1837,637,442,976,668,PARTIALLY BENT,128.79457,up,5,PARTIALLY BENT,119.985435,down,12,2525.224022058721,2877.573742406756,18.73992240463622,25.782417620099125
96,835.1237,555.8806,899.0935,607.63806,774.4719,606.92834,718.4924,591.32794,678.4318,531.0553,948.64233,634.67365,946.5865,636.26746,643,461,977,664,FULLY BENT,66.403336,down,6,PARTIALLY BENT,139.18233,down,12,2533.9593600667745,2912.05791626511,18.84953633315114,26.70677178431657
97,837.2258,552.1099,902.805,604.06165,787.19275,608.3736,737.5749,621.8057,692.69855,576.9315,962.3539,632.8513,962.94745,621.45996,655,487,984,659,FULLY BENT,67.18076,up,6,PARTIALLY BENT,119.85379,down,12,2556.0261447532425,2960.1013032108376,19.874817861460674,28.809163600721913
98,838.162,548.4792,901.49274,599.8759,783.6261,612.6852,746.0135,652.9736,705.1745,646.4201,975.6116,631.57587,961.2277,604.18225,664,482,1006,672,FULLY BENT,39.14096,up,6,PARTIALLY BENT,123.91617,down,12,2573.3892297597745,3030.7009705291994,20.648804247872782,32.80629036214114
99,840.33844,547.8794,900.20764,603.94147,775.73895,618.68494,744.2833,671.7435,715.01587,688.80615,1003.35486,626.668,969.5135,583.4913,674,485,1024,717,FULLY BENT,39.4856,up,6,PARTIALLY BENT,150.90318,down,12,2595.6775796384813,3074.2145266612265,21.76567594425238,33.58840490072809
100,842.7388,551.2075,902.71436,606.9047,772.3545,617.7841,749.8518,676.6837,728.0589,704.2138,1006.5879,629.39886,972.3065,578.43835,695,486,1032,732,FULLY BENT,43.85218,up,6,STRAIGHT,162.54419,down,12,2601.4510526353174,3094.4015626462824,21.467065877366654,32.7387802464114
101,840.9199,552.28345,908.0041,616.9409,779.92236,625.2434,748.0452,681.65735,730.2109,707.105,1008.0139,624.8773,967.3693,564.35016,706,495,1032,741,FULLY BENT,51.580975,up,6,STRAIGHT,174.44518,down,12,2616.37931956934,3098.005712512267,20.985070026012064,32.51532039050994
102,847.3265,556.8428,907.31744,617.5759,781.0388,626.4142,735.84283,679.01056,724.32666,711.1086,1003.8141,630.2076,972.7735,572.1872,695,501,1028,733,FULLY BENT,54.39571,up,6,PARTIALLY BENT,159.0646,up,12,2625.898996069444,3105.1227921891996,19.753361405952138,30.785853157193163
103,847.4002,566.1194,906.2708,623.93774,789.86066,627.1007,734.6682,670.30615,727.6882,711.08484,990.8189,635.7508,968.49084,576.338,696,506,1019,740,FULLY BENT,61.449284,up,6,PARTIALLY BENT,137.76747,up,12,2631.8630896840054,3108.484387267019,17.689552536973842,29.93740583096895
104,849.2709,574.7569,904.6487,631.37195,795.39594,624.7712,730.5531,653.4248,726.56573,696.62695,978.317,649.9415,965.55707,592.1951,688,511,1016,740,FULLY BENT,63.39202,up,6,PARTIALLY BENT,119.11352,up,12,2647.989316665241,3122.9857776790896,15.891736499604018,29.341500971195977
105,856.51746,581.9086,908.68634,635.1469,794.15375,626.7627,723.1542,644.7613,743.7019,696.2534,976.8304,656.62396,969.1967,611.29913,687,517,1014,738,FULLY BENT,62.94653,up,6,FULLY BENT,82.4707,up,13,2667.4369387820607,3140.1260177990466,16.514876831420583,26.31588351311145
106,855.76154,586.42975,908.96326,638.5735,797.83545,624.8267,724.125,649.6558,733.74554,697.5831,967.736,663.6343,984.948,631.3936,689,524,1029,755,PARTIALLY BENT,95.00247,up,6,PARTIALLY BENT,97.265656,up,13,2692.969096939995,3150.170779394105,17.058694997584208,24.555644208073975
107,859.9587,602.5537,913.77924,644.29865,801.523,625.9279,731.3323,627.9515,735.5476,666.2274,965.2354,669.6052,999.55927,662.11383,697,535,1040,700,PARTIALLY BENT,141.49956,up,6,FULLY BENT,85.366684,up,14,2726.987044056435,3181.5782333165903,19.107888901874787,24.85789322310224
108,861.59644,607.6672,918.29285,649.2462,800.7767,625.77246,726.91003,626.4404,717.1694,618.82587,961.80896,674.4028,1003.33746,685.32104,687,546,1047,706,STRAIGHT,164.69817,up,6,PARTIALLY BENT,141.4661,down,14,2750.4997976190857,3232.41784864624,19.570961547501838,25.726785395713737
109,865.70825,603.73303,929.4549,648.64276,802.5322,625.55206,719.8753,624.9441,708.4928,600.4356,974.22736,686.4805,1009.63226,708.9962,676,548,1060,729,STRAIGHT,172.25269,up,6,PARTIALLY BENT,115.33305,down,14,2774.9975163220856,3252.7521685752513,18.325561293341543,25.432756892102915
110,874.06805,598.16675,939.6585,646.79736,804.044,624.9336,710.86444,623.017,698.3609,577.4869,978.3166,693.92725,1000.1946,725.989,667,546,1034,746,STRAIGHT,174.94832,down,6,PARTIALLY BENT,106.534386,down,14,2794.4352384423164,3277.8380125194335,17.94741442557302,26.684284674178528
111,876.4638,597.4279,944.1989,646.0684,803.7863,628.14154,703.2597,627.0274,699.3801,563.8278,978.16113,692.6575,990.42285,726.06024,660,533,1018,747,STRAIGHT,164.06645,down,6,PARTIALLY BENT,94.147736,down,14,2804.207226551957,3291.5350441971373,18.0165244323455,25.29847519546848
112,877.8778,591.47797,946.2596,643.86597,798.91797,624.6684,703.05634,620.571,694.4339,552.245,975.98206,691.20886,988.2235,721.97614,650,514,1013,737,STRAIGHT,169.57512,down,6,PARTIALLY BENT,99.639946,down,14,2808.84587134333,3304.1297653092656,16.854648439339204,22.93523080656189
