frame,head_to_l_shoulder,head_to_r_shoulder,head_to_l_wrist,head_to_r_wrist,L_wrist_displacement,R_wrist_displacement,L_elbow_displacement,R_elbow_displacement,L_elbow_to_wrist,R_elbow_to_wrist,shoulder_distance,pose_stability_index,L_wrist_velocity,R_wrist_velocity,L_elbow_velocity,R_elbow_velocity,L_wrist_acceleration,R_wrist_acceleration,L_elbow_acceleration,R_elbow_acceleration,L_wrist_vel_smoothed,L_wrist_accel_smoothed,R_wrist_vel_smoothed,R_wrist_accel_smoothed,L_elbow_vel_smoothed,L_elbow_accel_smoothed,R_elbow_vel_smoothed,R_elbow_accel_smoothed,L_wrist_magnitude,R_wrist_magnitude,L_elbow_magnitude,R_elbow_magnitude,shoulder_angle,wrist_speed_asymmetry,normalized_head_height,wrist_distance
29,308.04357245964167,71.80442233316828,265.07211330266944,156.8607393128711,166.24421912719293,101.26061020235649,14.069614311624791,70.79216637382355,553.5815955100607,470.1093427609949,358.1383464786982,311.94430459401485,27.995384186906538,6.461424616731235,5.215000054314441,16.48910791719799,6.075315645581252,-9.660989415962494,3.2131522415174527,7.056544583278635,33.248843825438584,-1.0070877756237189,20.2521220404713,-3.441679790389995,2.8139228623249584,-0.7436046930937471,14.15843327476471,-0.9455041641602818,28.647006754038735,11.622595431874917,6.125403896370283,17.93559314215174,129.63048934910557,21.533959570175302,-0.19035280826610634,108.212486940002
30,313.4453802690549,71.71957753319519,254.284996711401,144.9701441741882,123.20280536055958,70.94822669421144,18.26448956594365,63.55161485273372,546.2050503754813,463.52678827276304,360.97610229590333,307.875434233141,13.43447058857175,7.298255329323565,4.8065725704810065,8.208996431507343,-14.560913598334787,0.83683071259233,-0.4084274838334343,-8.280111485690648,24.640561072111915,-8.608282753326668,14.189645338842288,-6.0624767016290075,3.65289791318873,0.8389750508637712,12.710322970546745,-1.4481103042179662,19.81174411336292,7.346074903888307,4.823893954561076,11.65966846132284,126.76775865938608,6.136215259248186,-0.18084798296837484,109.98215960127217
31,308.01925474022386,70.86663351764713,217.5300208252874,117.29777602969499,127.12572012065155,74.72616954422725,20.463183223179236,57.71434551090813,511.79950502002237,436.3518085707259,360.53567979169804,288.9143826421856,38.593802338577696,22.357646769336007,4.615641740170001,9.451552428722978,25.159331750005947,15.059391440012442,-0.19093083031100555,1.2425559972156357,25.42514402413031,0.7845829520183898,14.945233908845449,0.7555885700031609,4.0926366446358475,0.4397387314471171,11.542869102181626,-1.1674538683651179,46.07031097199217,26.956439668582362,4.619589078647884,9.532879350915744,133.5666770153816,16.23615556924169,-0.16921020142929208,101.21034137706727
32,309.4081579707519,63.08297494820059,176.64418662074834,77.93947911963807,149.43773208113987,85.71294123291412,23.98344557516891,54.04589338285716,471.62749780173976,404.49384915175676,359.11912720339205,266.0450389737468,47.494006425758606,33.47320048482959,7.344383397406476,10.46367327150949,8.90020408718091,11.115553715493583,2.7287416572364753,1.012120842786512,29.887546416227973,4.462402392097665,17.142588246582825,2.1973543377373757,4.796689115033782,0.7040524703979356,10.809178676571431,-0.7336904256101942,48.320743777010215,35.27053565087464,7.834921730307046,10.51250906935661,138.5373645540971,14.020805940929016,-0.17145857832609046,98.7048532115219
33,319.5144103707039,54.77386241071193,158.73907603977068,65.961403088216,194.49966853453313,108.82179516924745,24.054346628515727,56.51697622143466,406.65510566475433,365.8573020064823,357.6128005413187,247.01628001742253,66.98200499471854,39.231267969027044,2.072748866143801,11.903646172496854,19.48799856895993,5.758067484197454,-5.271634531262675,1.4399729009873639,38.89993370690662,9.01238729067865,21.76435903384949,4.621770787266663,4.810869325703146,0.01418021066936248,11.303395244286932,0.4942165677154996,69.75937988067471,39.65157913135591,5.6644874872579125,11.990425937204106,130.64061169459708,27.750737025691492,-0.20612926855084157,99.36442580370496
34,315.81484199457714,56.29780979799211,177.910617628267,80.11684076674584,226.34236269766222,121.10754759136924,37.627084831373125,44.74455108009726,365.16234607384223,351.4227315783497,365.1965047454754,244.56024179789276,59.83807835003563,18.747177038853028,18.78773825717184,4.716682775860592,-7.143926644682907,-20.484090930174016,16.714989391028038,-7.186963396636262,45.268472539532446,6.368538832625816,24.221509518273848,2.4571504844243583,7.525416966274625,2.7145476405714795,8.948910216019453,-2.35448502826748,60.26301775159964,27.76787042900005,25.146967593771187,8.596484122749802,148.93655698493882,41.090901311182606,-0.1879821386785893,104.45015844197704
35,303.9104028491867,72.93783058859098,185.8772494106797,88.91230876747949,260.74117043279,133.80401208601916,42.94290481305091,37.96549137407814,310.031468268126,330.8627794213747,375.72928875567976,238.32304686587392,47.8332783236995,19.99471982397348,10.122392552158795,1.429936725488224,-12.004800026336127,1.2475427851204515,-8.665345705013044,-3.2867460503723684,52.148234086558,6.8797615470255495,26.76080241720383,2.5392928989299826,8.588580962610182,1.063163996335558,7.593098274815628,-1.3558119412038239,49.3167085161289,20.033601369696466,13.324828222809773,3.5843295940159225,168.81481416193412,27.838558499726023,-0.08461597472288981,99.38833969288149
36,307.0487601605249,86.38010112324778,200.81486958425185,98.830360426035,240.59946093405023,122.48339222670288,49.77774784495935,36.15300496538667,283.07418515654797,315.76212335991113,389.21808029086225,240.16121144305438,18.45209283983796,11.037026910019748,11.450484772078438,7.639066020031507,-29.381185483861543,-8.957692913953732,1.3280922199196432,6.209129294543283,48.11989218681005,-4.028341899747948,24.496678445340574,-2.2641239718632518,9.95554956899187,1.3669686063816875,7.230600993077334,-0.3624972817382943,34.694866920152265,14.214648266953247,11.527247306283114,9.844217401843357,159.6974368200538,7.415065929818212,-0.0685353054001644,106.4910733829559
37,313.44052182928544,98.93510251063832,204.27023971500518,104.31858996169608,198.58387762627004,95.44796938560252,49.425255576510835,29.33678495259077,278.05694184667135,324.8280838667509,406.23617783836545,247.15509393834466,5.478423117978388,6.437777643729228,6.991891128957956,3.647453258713592,-12.973669721859572,-4.59924926629052,-4.458593643120482,-3.991612761317915,39.71677552525401,-8.403116661556044,19.089593877120503,-5.407084568220073,9.885051115302167,-0.07049845368970402,5.867356990518154,-1.3632440025591799,14.082940953916404,7.9118945141839285,8.292502567601371,5.407114545745857,156.77526401667512,0.9593545257508396,-0.06563679321197526,103.37375280051319
38,314.26294808658827,107.49925280743538,200.1252552767884,127.62045651851672,163.01618044855098,73.14523640466294,58.20742873107278,30.138728385464432,282.7268874850385,298.19605295686677,415.4575223215259,249.41262506468,31.414307816999507,16.928534988087463,10.854922020705752,12.70558960537052,25.93588469902112,10.490757344358236,3.863030891747796,9.058136346656928,32.603236089710194,-7.113539435543808,14.629047280932587,-4.460546596187916,11.641485746214556,1.7564346309123902,6.027745677092886,0.1603886865747331,40.73731521273971,19.9156040958116,11.521820157692117,15.60390468103182,157.20218415976868,14.485772828912044,-0.08397999344202096,78.82680590865331
39,329.04108186869706,122.45109288243245,204.33032502641916,142.96384016695762,121.7321010547512,60.175827984039685,60.14291584496718,30.96114944448553,267.1528754386357,293.8062008823259,443.34873331703216,257.58487851178575,18.553998956235837,5.777768618229768,20.723225371066235,5.539103834881687,-12.86030886076367,-11.150766369857696,9.868303350360483,-7.1664857704888325,24.34642021095024,-8.25681587875996,12.035165596807937,-2.593881684124652,12.028583168993435,0.38709742277887926,6.192229888897106,0.164484211804219,22.575172674029254,12.55874997127302,22.952897002224777,9.05760396530009,155.44603952345173,12.77623033800607,-0.08629081832211542,67.87157475618568
40,341.0560793077,119.80546329894808,209.4285031874843,154.7499313422973,97.09253637447677,45.65586700082801,70.87179851736008,42.31891505688813,253.939051605144,282.12226928382114,454.8200082262201,259.4173294645164,23.19371364342507,5.474758840761803,20.8512752245517,12.787702337890824,4.639714687189233,-0.303009777467965,0.12804985348546438,7.248598503009137,19.418507274895354,-4.927912936054888,9.131173400165602,-2.9039921966423354,14.174359703472016,2.145776534478581,8.463783011377625,2.27155312248052,23.653230328048675,5.483137723032379,20.851668404590104,14.699235059700378,158.79695444276985,17.71895480266327,-0.10801976410757168,57.388304239640966
41,341.7608668153042,113.04761620472541,164.8752794672837,116.70604888876073,121.211466762769,72.15951278358911,81.67894716096401,57.89223012530594,315.2919322496706,337.9162116456776,449.3067975945318,262.70067898085057,42.5710232281302,37.540672692780845,22.25763341568237,23.21238108844932,19.37730958470513,32.065913852019044,1.4063581911306713,10.424678750558495,24.2422933525538,4.823786077658447,14.431902556717821,5.30072915655222,16.335789432192804,2.1614297287207864,11.578446025061188,3.1146630136835625,46.77362660123231,49.37129669546474,22.30201983293578,25.44579656540045,159.32962836537416,5.030350535349356,-0.11700145709222122,48.39536003412823
42,327.0490458931226,105.76269233049995,110.2379584301474,91.07874850353728,164.98712274337896,81.24544149865194,97.3834787835191,54.72639916933589,337.10462694134605,347.06815751157313,426.94610723179034,249.32104812028814,49.25407909858836,15.52370635879207,22.696422751513037,0.4816223027435417,6.683055870458162,-22.016966333988776,0.43878933583066626,-22.730758785705778,32.997424548675795,8.755131196121994,16.24908829973039,1.8171857430125684,19.47669575670382,3.140906324511016,10.945279833867179,-0.6331661911940103,49.70540758929218,26.939418435927614,22.700663906516862,22.73586055148211,157.9874865606448,33.730372739796294,-0.11240986669529354,23.37851573933002
43,301.58427810529184,82.41566075458297,75.38852938222698,52.99961541898202,151.77199099187496,69.55772304752703,89.12049157759944,46.80638133022273,349.0593442389688,351.2217171614677,381.2579931292858,227.70387688440087,18.199176065495482,5.240816536962551,2.5919348147860912,4.785571766257349,-31.05490303309288,-10.28288982182952,-20.104487936726947,4.303949463513807,30.35439819837499,-2.6430263503008065,13.911544609505407,-2.337543690224983,17.824098315519887,-1.6525974411839326,9.361276266044545,-1.584003567822634,35.994680327205366,11.541402907012012,20.27087963760082,6.436278281311356,163.29346592770008,12.958359528532931,-0.10976828225030437,28.739970307829157
